0,1
"48.75 52.82 39.71 43.31 29.79 41.37
47.27 52.99 46.62 45.46 23.60 45.71
32.43 40.67 36.51 33.04 22.15 36.83
44.32 50.60 41.12 43.25 28.98 42.51
45.10 51.12 43.28 44.10 27.25 43.14",42.63
,43.61
,33.60
,41.96
,42.28
31.09 41.06 39.36 32.60 17.44 36.45,32.99
